Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,profit_per_quantity,outlier_status
2012-08-03,3,August,2012,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1653,3038,4691,826.5,not outlier
2011-08-03,3,August,2011,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345,826.0,not outlier
2013-02-12,12,February,2013,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345,826.0,not outlier
2015-02-12,12,February,2015,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,2479,4557,7036,826.33333333333337,not outlier
2013-05-15,15,May,2013,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345,826.0,not outlier
2015-05-15,15,May,2015,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,2479,4557,7036,826.33333333333337,not outlier
2013-10-19,19,October,2013,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345,826.0,not outlier
2015-10-19,19,October,2015,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345,826.0,not outlier
2013-12-23,23,December,2013,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,826,1519,2345,826.0,not outlier
2015-12-23,23,December,2015,35,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,2479,4557,7036,826.33333333333337,not outlier
2012-04-17,17,April,2012,33,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2011-04-17,17,April,2011,33,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2012-05-25,25,May,2012,33,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2011-05-25,25,May,2011,33,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2012-08-01,1,August,2012,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2011-08-01,1,August,2011,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
2013-11-07,7,November,2013,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
2015-11-07,7,November,2015,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2013-12-09,9,December,2013,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
2015-12-09,9,December,2015,27,Young Adults (25-34),M,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
2013-11-03,3,November,2013,32,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
2015-11-03,3,November,2015,32,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,2259,4557,6816,753.0,not outlier
2014-05-22,22,May,2014,32,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
2016-05-22,22,May,2016,32,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2013-02-17,17,February,2013,37,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,631,1519,2150,631.0,not outlier
2015-02-17,17,February,2015,37,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,631,1519,2150,631.0,not outlier
2013-12-17,17,December,2013,37,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,631,1519,2150,631.0,not outlier
2015-12-17,17,December,2015,37,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1893,4557,6450,631.0,not outlier
2013-10-15,15,October,2013,42,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2015-10-15,15,October,2015,42,Adults (35-64),F,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2013-03-14,14,March,2013,52,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2015-03-14,14,March,2015,52,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2014-01-29,29,January,2014,47,Adults (35-64),M,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,460,1519,1979,460.0,not outlier
2016-01-29,29,January,2016,47,Adults (35-64),M,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1379,4557,5936,459.66666666666669,not outlier
2014-01-18,18,January,2014,33,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-01-18,18,January,2016,33,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-03-06,6,March,2014,33,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-03-06,6,March,2016,33,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2013-11-01,1,November,2013,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2015-11-01,1,November,2015,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-01-18,18,January,2014,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-01-18,18,January,2016,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-03-22,22,March,2014,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-03-22,22,March,2016,50,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1233,4557,5790,411.0,not outlier
2013-11-22,22,November,2013,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2015-11-22,22,November,2015,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-05-23,23,May,2014,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-05-23,23,May,2016,33,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-05-03,3,May,2014,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-05-03,3,May,2016,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-06-26,26,June,2014,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-06-26,26,June,2016,42,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,822,3038,3860,411.0,not outlier
2014-06-17,17,June,2014,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-06-17,17,June,2016,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,822,3038,3860,411.0,not outlier
2016-06-17,17,June,2016,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-06-26,26,June,2014,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-06-26,26,June,2016,46,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-06-04,4,June,2014,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-06-04,4,June,2016,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2014-06-18,18,June,2014,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2016-06-18,18,June,2016,28,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,411,1519,1930,411.0,not outlier
2012-07-13,13,July,2012,55,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1750,3038,4788,875.0,not outlier
2011-07-13,13,July,2011,55,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",4,1519,2443,3501,6076,9577,875.25,not outlier
2013-03-01,1,March,2013,55,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2015-03-01,1,March,2015,55,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1750,3038,4788,875.0,not outlier
2014-01-22,22,January,2014,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2016-01-22,22,January,2016,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2014-02-12,12,February,2014,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2016-02-12,12,February,2016,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,2625,4557,7182,875.0,not outlier
2014-02-13,13,February,2014,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2016-02-13,13,February,2016,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2014-04-01,1,April,2014,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2016-04-01,1,April,2016,42,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,875,1519,2394,875.0,not outlier
2013-04-17,17,April,2013,47,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2015-04-17,17,April,2015,47,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1599,4557,6156,533.0,not outlier
2013-07-11,11,July,2013,47,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2015-07-11,11,July,2015,47,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1599,4557,6156,533.0,not outlier
2014-04-25,25,April,2014,47,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-04-25,25,April,2016,47,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1066,3038,4104,533.0,not outlier
2013-09-27,27,September,2013,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2015-09-27,27,September,2015,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-03-01,1,March,2014,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-03-01,1,March,2016,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-03-06,6,March,2014,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-03-06,6,March,2016,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1066,3038,4104,533.0,not outlier
2014-03-23,23,March,2014,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-03-23,23,March,2016,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-05-23,23,May,2014,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-05-23,23,May,2016,40,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2013-11-03,3,November,2013,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2015-11-03,3,November,2015,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-05-28,28,May,2014,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-05-28,28,May,2016,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-01-31,31,January,2014,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-01-31,31,January,2016,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-03-04,4,March,2014,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-03-04,4,March,2016,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1066,3038,4104,533.0,not outlier
2014-05-19,19,May,2014,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-05-19,19,May,2016,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-05-24,24,May,2014,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-05-24,24,May,2016,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-05-26,26,May,2014,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-05-26,26,May,2016,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1599,4557,6156,533.0,not outlier
2014-06-13,13,June,2014,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-06-13,13,June,2016,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1599,4557,6156,533.0,not outlier
2014-06-28,28,June,2014,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-06-28,28,June,2016,35,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1599,4557,6156,533.0,not outlier
2014-01-19,19,January,2014,42,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2016-01-19,19,January,2016,42,Adults (35-64),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,533,1519,2052,533.0,not outlier
2014-04-25,25,April,2014,44,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2016-04-25,25,April,2016,44,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2012-11-23,23,November,2012,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,773,3038,3811,386.5,not outlier
2011-11-23,23,November,2011,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2012-11-27,27,November,2012,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,773,3038,3811,386.5,not outlier
2011-11-27,27,November,2011,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2013-01-07,7,January,2013,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2015-01-07,7,January,2015,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,773,3038,3811,386.5,not outlier
2015-01-07,7,January,2015,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2013-06-01,1,June,2013,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2015-06-01,1,June,2015,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,1160,4557,5717,386.66666666666669,not outlier
2013-06-23,23,June,2013,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2015-06-23,23,June,2015,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,773,3038,3811,386.5,not outlier
2013-10-07,7,October,2013,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2015-10-07,7,October,2015,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2013-10-13,13,October,2013,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2015-10-13,13,October,2015,29,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,387,1519,1906,387.0,not outlier
2012-08-28,28,August,2012,23,Youth (<25),M,France,Pas de Calais,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1115,3038,4153,557.5,not outlier
2011-08-28,28,August,2011,23,Youth (<25),M,France,Pas de Calais,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,558,1519,2077,558.0,not outlier
2012-09-03,3,September,2012,35,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,969,3038,4007,484.5,not outlier
2011-09-03,3,September,2011,35,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,969,3038,4007,484.5,not outlier
2013-05-25,25,May,2013,35,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2015-05-25,25,May,2015,35,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2014-03-25,25,March,2014,35,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2016-03-25,25,March,2016,35,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,484,1519,2003,484.0,not outlier
2012-08-25,25,August,2012,25,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2011-08-25,25,August,2011,25,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544,753.0,not outlier
2013-02-18,18,February,2013,25,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
2015-02-18,18,February,2015,25,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 48",3,1519,2443,2259,4557,6816,753.0,not outlier
2013-09-14,14,September,2013,25,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,753,1519,2272,753.0,not outlier
